car_color,fuel_type,car_type,car_license,gear_type,windows,motor_power,speedometer,passengers_number,payment_method,car_state,ex_owners,additions,price
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,000000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",55000
أزرق سماوي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1999,,,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
مسجل CD
فتحة سقف

",30000
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,166000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية

",38000
فيراني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,275000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد ثانيه ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",50000
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,,,نقدا فقط ,للبيع فقط ,,"

إغلاق مركزي
جنطات مغنيسيوم

",14500
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,60000 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",67000
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400,00000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",54000
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500,50000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد أولى  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",170000
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,,4+1 ,نقدا فقط ,للبيع فقط ,,"


",23000
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,82700 ,,نقدا فقط ,للبيع أو التبديل ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",89500
رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",60000
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3600,123000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",130000
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,120000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",78000
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,500000 ,4+1 ,نقدا فقط ,للبيع فقط ,4 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية

",63000
ذهبي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,3000,18000000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,5 ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",59000
أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,١٥٠ ,٤+١ ,نقدا فقط ,للبيع أو التبديل ,٤ ,"

إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",41000
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,100000 ,4+1 ,نقدا فقط ,للبيع فقط ,4 ,"


",11000
سكني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,,,إمكانية التقسيط ,للبيع فقط ,,"

جهاز إنذار
مسجل CD
جنطات مغنيسيوم

",60500
أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,125,,,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",5000
فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,60000 ,6+1 ,نقدا فقط ,للبيع أو التبديل ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",105000
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,80000 ,4+1 ,إمكانية التقسيط ,للتبديل فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",58000
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,,,نقدا فقط ,للبيع فقط ,يد ثانية ,"

مسجل CD
جنطات مغنيسيوم

",33000
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,,4+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

",26999
رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1100,20000 ,4+1 ,نقدا فقط ,للبيع فقط ,صفر ,"

مُكيّف
جهاز إنذار
مسجل CD

",52000
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,87000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",135000
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500,30000 ,,نقدا فقط ,للبيع فقط ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",175000
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,160000 ,,نقدا فقط ,للبيع فقط ,يد رابعة  ,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

",28000
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,110000 ,,إمكانية التقسيط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

",39000
أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1850,22000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

",45000
بني ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,,,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",72500
ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500,350000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,٢ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",35000
أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,4+1 ,إمكانية التقسيط ,للبيع فقط ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",120000
سكني ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1400,75000 ,,نقدا فقط ,للبيع فقط ,,"

مُكيّف

",58000
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,4+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
مسجل CD

",26000
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,4800,700000 ,2+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية

",60000
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,55 ,5+1 ,نقدا فقط ,للبيع فقط ,صفر ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",89000
فضي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,٤٠٠٠٠٠ ,١+٤ ,نقدا فقط ,للبيع أو التبديل ,يد ثالثه ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",37000
زيتي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,,5+1 ,إمكانية التقسيط ,للبيع أو التبديل ,6 ,"

مُكيّف
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",30000
بنفسجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,٤+١ ,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",44000
بترولي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,35000 ,6+١ ,إمكانية التقسيط ,للبيع فقط ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",143000
بني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,,,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",73000
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,380000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",145000
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,210000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثانيه ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",70000
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,1400,167000 ,+1 ,نقدا فقط ,للبيع فقط ,4 ,"

جنطات مغنيسيوم

",33000
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,140 ,5+1 ,نقدا فقط ,للبيع فقط ,5 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",46499
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1600,75000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثانيه ,"

مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية

",62000
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,160 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

",56000
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1900,123456789 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,4 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية

",23000
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200,60000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى  ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",70000
أبيض ,بنزين ,عمومي ,فلسطينية ,عادي ,يدوي ,1600,111111 ,4+1 ,نقدا فقط ,للبيع فقط ,7 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم

",24000
زيتي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,00000 ,٤+١ ,نقدا فقط ,للبيع أو التبديل ,... ,"

مُكيّف
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",27500
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,94000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",66000
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,90 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانيه  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",48000
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,20000 ,5+1 ,نقدا فقط ,للبيع فقط ,صفر ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",108000
ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,80000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",64000
بني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,200 ,6±١ ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",550000
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,,,نقدا فقط ,للبيع أو التبديل ,,"


",6000
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,50000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد أولى استيراد ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

",68000
أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1500,,,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"

مُكيّف
جنطات مغنيسيوم

",8000
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف
فرش جلد
وسادة حماية هوائية

",65000
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",52000
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,140000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",53000
